Frame,Visibility,X,Y,Time
0,0,0,0,00:00:00.0
1,0,0,0,00:00:00.03333333333333333
2,0,0,0,00:00:00.06666666666666667
3,1,776,325,00:00:00.1
4,1,790,346,00:00:00.13333333333333333
5,1,802,366,00:00:00.16666666666666666
6,1,813,386,00:00:00.2
7,1,823,403,00:00:00.23333333333333334
8,1,823,405,00:00:00.26666666666666666
9,1,831,425,00:00:00.3
10,1,841,443,00:00:00.3333333333333333
11,1,848,465,00:00:00.36666666666666664
12,1,856,485,00:00:00.4
13,1,861,502,00:00:00.43333333333333335
14,1,861,503,00:00:00.4666666666666667
15,1,866,522,00:00:00.5
16,1,870,505,00:00:00.5333333333333333
17,1,870,462,00:00:00.5666666666666667
18,1,865,433,00:00:00.6
19,1,866,412,00:00:00.6333333333333333
20,1,866,408,00:00:00.6666666666666666
21,1,866,388,00:00:00.7
22,1,863,371,00:00:00.7333333333333333
23,1,861,358,00:00:00.7666666666666666
24,1,861,347,00:00:00.8
25,1,861,338,00:00:00.8333333333333334
26,1,860,338,00:00:00.8666666666666667
27,1,860,331,00:00:00.9
28,1,858,325,00:00:00.9333333333333333
29,1,858,321,00:00:00.9666666666666667
30,1,858,318,00:00:01.0
31,1,856,317,00:00:01.0333333333333332
32,1,856,316,00:00:01.0666666666666667
33,1,856,318,00:00:01.1
34,1,856,321,00:00:01.1333333333333333
35,1,855,323,00:00:01.1666666666666667
36,1,853,327,00:00:01.2
37,1,855,332,00:00:01.2333333333333334
38,1,853,333,00:00:01.2666666666666666
39,1,853,341,00:00:01.3
40,1,853,348,00:00:01.3333333333333333
41,1,851,356,00:00:01.3666666666666667
42,1,852,368,00:00:01.4
43,1,851,376,00:00:01.4333333333333333
44,1,852,378,00:00:01.4666666666666666
45,1,851,388,00:00:01.5
46,1,851,401,00:00:01.5333333333333332
47,1,850,416,00:00:01.5666666666666667
48,1,851,415,00:00:01.6
49,1,856,402,00:00:01.6333333333333333
50,1,856,401,00:00:01.6666666666666667
51,1,858,386,00:00:01.7
52,1,857,375,00:00:01.7333333333333334
53,1,856,368,00:00:01.7666666666666666
54,1,856,361,00:00:01.8
55,1,856,356,00:00:01.8333333333333333
56,1,856,355,00:00:01.8666666666666667
57,1,861,348,00:00:01.9
58,1,860,345,00:00:01.9333333333333333
59,1,861,343,00:00:01.9666666666666666
60,1,861,343,00:00:02.0
61,1,861,346,00:00:02.033333333333333
62,1,861,347,00:00:02.0666666666666664
63,1,858,350,00:00:02.1
64,1,858,355,00:00:02.1333333333333333
65,1,858,361,00:00:02.1666666666666665
66,1,856,367,00:00:02.2
67,1,856,376,00:00:02.2333333333333334
68,1,856,376,00:00:02.2666666666666666
69,1,856,386,00:00:02.3
70,1,856,396,00:00:02.3333333333333335
71,1,855,408,00:00:02.3666666666666667
72,1,855,421,00:00:02.4
73,1,855,436,00:00:02.433333333333333
74,1,855,436,00:00:02.466666666666667
75,0,0,0,00:00:02.5
76,0,0,0,00:00:02.533333333333333
77,1,840,336,00:00:02.5666666666666664
78,1,821,268,00:00:02.6
79,1,816,208,00:00:02.6333333333333333
80,1,815,210,00:00:02.6666666666666665
81,1,807,163,00:00:02.7
82,1,801,126,00:00:02.7333333333333334
83,1,795,96,00:00:02.7666666666666666
84,1,788,67,00:00:02.8
85,1,783,45,00:00:02.8333333333333335
86,1,783,43,00:00:02.8666666666666667
87,1,778,21,00:00:02.9
88,1,775,6,00:00:02.933333333333333
89,0,0,0,00:00:02.966666666666667
90,0,0,0,00:00:03.0
91,0,0,0,00:00:03.033333333333333
92,0,0,0,00:00:03.0666666666666664
93,0,0,0,00:00:03.1
94,0,0,0,00:00:03.1333333333333333
95,0,0,0,00:00:03.1666666666666665
96,0,0,0,00:00:03.2
97,0,0,0,00:00:03.2333333333333334
98,0,0,0,00:00:03.2666666666666666
99,1,841,457,00:00:03.3
100,0,0,0,00:00:03.3333333333333335
101,0,0,0,00:00:03.3666666666666667
102,0,0,0,00:00:03.4
103,0,0,0,00:00:03.433333333333333
104,0,0,0,00:00:03.466666666666667
105,0,0,0,00:00:03.5
106,0,0,0,00:00:03.533333333333333
107,0,0,0,00:00:03.5666666666666664
108,0,0,0,00:00:03.6
109,0,0,0,00:00:03.6333333333333333
110,0,0,0,00:00:03.6666666666666665
111,0,0,0,00:00:03.6999999999999997
112,0,0,0,00:00:03.7333333333333334
113,1,723,5,00:00:03.7666666666666666
114,1,722,16,00:00:03.8
115,1,721,28,00:00:03.8333333333333335
116,1,721,28,00:00:03.8666666666666667
117,1,721,42,00:00:03.9
118,1,720,56,00:00:03.933333333333333
119,1,718,71,00:00:03.966666666666667
120,1,718,86,00:00:04.0
121,1,717,101,00:00:04.033333333333333
122,1,717,102,00:00:04.066666666666666
123,1,716,116,00:00:04.1
124,1,716,133,00:00:04.133333333333333
125,1,716,151,00:00:04.166666666666667
126,1,716,166,00:00:04.2
127,1,715,181,00:00:04.233333333333333
128,1,715,182,00:00:04.266666666666667
129,1,728,223,00:00:04.3
130,1,747,260,00:00:04.333333333333333
131,1,762,300,00:00:04.366666666666666
132,1,773,332,00:00:04.4
133,0,0,0,00:00:04.433333333333334
134,0,0,0,00:00:04.466666666666667
135,1,793,376,00:00:04.5
136,1,797,393,00:00:04.533333333333333
137,1,806,413,00:00:04.566666666666666
138,1,812,432,00:00:04.6
139,1,818,448,00:00:04.633333333333333
140,1,820,451,00:00:04.666666666666667
141,1,823,468,00:00:04.7
142,1,828,488,00:00:04.733333333333333
143,1,833,508,00:00:04.766666666666667
144,1,837,526,00:00:04.8
145,1,841,546,00:00:04.833333333333333
146,1,842,545,00:00:04.866666666666666
147,1,838,525,00:00:04.9
148,1,836,487,00:00:04.933333333333334
149,1,836,461,00:00:04.966666666666667
150,1,833,441,00:00:05.0
151,1,831,425,00:00:05.033333333333333
152,1,831,423,00:00:05.066666666666666
153,1,830,408,00:00:05.1
154,1,828,396,00:00:05.133333333333333
155,1,826,386,00:00:05.166666666666667
156,1,826,376,00:00:05.2
157,1,826,371,00:00:05.233333333333333
158,1,825,371,00:00:05.266666666666667
159,1,823,366,00:00:05.3
160,1,823,363,00:00:05.333333333333333
161,1,822,361,00:00:05.366666666666666
162,1,821,361,00:00:05.4
163,1,821,362,00:00:05.433333333333334
164,1,821,363,00:00:05.466666666666667
165,1,821,363,00:00:05.5
166,1,820,368,00:00:05.533333333333333
167,1,818,373,00:00:05.566666666666666
168,1,818,378,00:00:05.6
169,1,817,385,00:00:05.633333333333333
170,1,817,386,00:00:05.666666666666667
171,1,817,395,00:00:05.7
172,1,816,403,00:00:05.733333333333333
173,1,816,413,00:00:05.766666666666667
174,1,816,426,00:00:05.8
175,1,816,436,00:00:05.833333333333333
176,1,816,436,00:00:05.866666666666666
177,1,816,447,00:00:05.9
178,1,825,413,00:00:05.933333333333334
179,1,837,363,00:00:05.966666666666667
180,1,846,328,00:00:06.0
181,1,853,301,00:00:06.033333333333333
182,1,856,300,00:00:06.066666666666666
183,1,861,276,00:00:06.1
184,0,0,0,00:00:06.133333333333333
185,1,872,233,00:00:06.166666666666667
186,1,878,218,00:00:06.2
187,1,881,205,00:00:06.233333333333333
188,1,883,203,00:00:06.266666666666667
189,1,887,191,00:00:06.3
190,1,891,181,00:00:06.333333333333333
191,1,896,176,00:00:06.366666666666666
192,1,901,168,00:00:06.4
193,1,903,163,00:00:06.433333333333334
194,1,903,163,00:00:06.466666666666667
195,1,906,161,00:00:06.5
196,1,910,160,00:00:06.533333333333333
197,1,912,161,00:00:06.566666666666666
198,1,915,161,00:00:06.6
199,1,916,166,00:00:06.633333333333333
200,1,918,166,00:00:06.666666666666667
201,1,918,172,00:00:06.7
202,1,921,181,00:00:06.733333333333333
203,1,923,188,00:00:06.766666666666667
204,1,925,198,00:00:06.8
205,1,926,208,00:00:06.833333333333333
206,1,926,208,00:00:06.866666666666666
207,1,926,223,00:00:06.8999999999999995
208,1,927,237,00:00:06.933333333333334
209,1,928,251,00:00:06.966666666666667
210,1,928,271,00:00:07.0
211,1,931,287,00:00:07.033333333333333
212,1,928,286,00:00:07.066666666666666
213,1,930,306,00:00:07.1
214,1,931,327,00:00:07.133333333333333
215,1,931,348,00:00:07.166666666666667
216,1,930,370,00:00:07.2
217,1,931,390,00:00:07.233333333333333
218,1,931,390,00:00:07.266666666666667
219,1,931,415,00:00:07.3
220,1,931,437,00:00:07.333333333333333
221,1,931,460,00:00:07.366666666666666
222,1,663,331,00:00:07.3999999999999995
223,0,0,0,00:00:07.433333333333334
224,0,0,0,00:00:07.466666666666667
225,0,0,0,00:00:07.5
226,1,867,393,00:00:07.533333333333333
227,1,853,375,00:00:07.566666666666666
228,1,841,358,00:00:07.6
229,1,831,346,00:00:07.633333333333333
230,1,830,346,00:00:07.666666666666667
231,1,821,335,00:00:07.7
232,1,813,327,00:00:07.733333333333333
233,1,806,323,00:00:07.766666666666667
234,1,798,318,00:00:07.8
235,1,796,318,00:00:07.833333333333333
236,1,793,318,00:00:07.866666666666666
237,1,788,316,00:00:07.8999999999999995
238,1,783,318,00:00:07.933333333333334
239,1,780,321,00:00:07.966666666666667
240,1,776,323,00:00:08.0
241,1,772,328,00:00:08.033333333333333
242,1,771,328,00:00:08.066666666666666
243,1,768,335,00:00:08.1
244,1,766,341,00:00:08.133333333333333
245,1,762,348,00:00:08.166666666666666
246,1,720,356,00:00:08.2
247,0,0,0,00:00:08.233333333333333
248,0,0,0,00:00:08.266666666666666
249,1,755,378,00:00:08.3
250,1,753,387,00:00:08.333333333333334
251,1,751,397,00:00:08.366666666666667
252,1,748,408,00:00:08.4
253,1,747,421,00:00:08.433333333333334
254,1,747,422,00:00:08.466666666666667
255,0,0,0,00:00:08.5
256,1,765,405,00:00:08.533333333333333
257,1,782,376,00:00:08.566666666666666
258,1,792,356,00:00:08.6
259,1,802,341,00:00:08.633333333333333
260,1,801,338,00:00:08.666666666666666
261,1,813,322,00:00:08.7
262,1,821,310,00:00:08.733333333333333
263,1,831,298,00:00:08.766666666666666
264,1,837,290,00:00:08.8
265,1,843,283,00:00:08.833333333333334
266,1,843,283,00:00:08.866666666666667
267,1,851,278,00:00:08.9
268,1,856,276,00:00:08.933333333333334
269,1,862,275,00:00:08.966666666666667
270,1,868,275,00:00:09.0
271,1,872,276,00:00:09.033333333333333
272,1,873,276,00:00:09.066666666666666
