Frame,Visibility,X,Y,Time,Hit
0,0,0,0,00:00:00.0,0
1,0,0,0,00:00:00.03333333333333333,0
2,0,0,0,00:00:00.06666666666666667,0
3,0,0,0,00:00:00.1,0
4,0,0,0,00:00:00.13333333333333333,0
5,0,0,0,00:00:00.16666666666666666,0
6,0,0,0,00:00:00.2,0
7,0,0,0,00:00:00.23333333333333334,0
8,0,0,0,00:00:00.26666666666666666,0
9,0,0,0,00:00:00.3,0
10,0,0,0,00:00:00.3333333333333333,0
11,0,0,0,00:00:00.36666666666666664,0
12,0,0,0,00:00:00.4,0
13,0,0,0,00:00:00.43333333333333335,0
14,0,0,0,00:00:00.4666666666666667,0
15,0,0,0,00:00:00.5,0
16,0,0,0,00:00:00.5333333333333333,0
17,1,605,360,00:00:00.5666666666666667,0
18,0,0,0,00:00:00.6,0
19,0,0,0,00:00:00.6333333333333333,0
20,0,0,0,00:00:00.6666666666666666,0
21,1,552,381,00:00:00.7,0
22,0,0,0,00:00:00.7333333333333333,0
23,0,0,0,00:00:00.7666666666666666,0
24,0,0,0,00:00:00.8,0
25,0,0,0,00:00:00.8333333333333334,0
26,0,0,0,00:00:00.8666666666666667,0
27,0,0,0,00:00:00.9,0
28,0,0,0,00:00:00.9333333333333333,0
29,0,0,0,00:00:00.9666666666666667,0
30,0,0,0,00:00:01.0,0
31,0,0,0,00:00:01.0333333333333332,0
32,0,0,0,00:00:01.0666666666666667,0
33,1,610,311,00:00:01.1,0
34,0,0,0,00:00:01.1333333333333333,1
35,1,611,352,00:00:01.1666666666666667,0
36,0,0,0,00:00:01.2,0
37,0,0,0,00:00:01.2333333333333334,0
38,0,0,0,00:00:01.2666666666666666,0
39,0,0,0,00:00:01.3,0
40,0,0,0,00:00:01.3333333333333333,0
41,0,0,0,00:00:01.3666666666666667,0
42,0,0,0,00:00:01.4,0
43,1,662,372,00:00:01.4333333333333333,0
44,1,667,378,00:00:01.4666666666666666,0
45,1,666,378,00:00:01.5,0
46,1,673,386,00:00:01.5333333333333332,0
47,1,681,398,00:00:01.5666666666666667,0
48,1,686,410,00:00:01.6,0
49,1,691,421,00:00:01.6333333333333333,0
50,1,695,436,00:00:01.6666666666666667,0
51,1,693,436,00:00:01.7,0
52,1,690,433,00:00:01.7333333333333334,1
53,0,0,0,00:00:01.7666666666666666,0
54,1,656,405,00:00:01.8,0
55,0,0,0,00:00:01.8333333333333333,0
56,1,633,388,00:00:01.8666666666666667,0
57,0,0,0,00:00:01.9,0
58,0,0,0,00:00:01.9333333333333333,0
59,0,0,0,00:00:01.9666666666666666,0
60,0,0,0,00:00:02.0,0
61,0,0,0,00:00:02.033333333333333,0
62,1,585,368,00:00:02.0666666666666664,0
63,0,0,0,00:00:02.1,0
64,0,0,0,00:00:02.1333333333333333,0
65,1,568,373,00:00:02.1666666666666665,0
66,1,560,377,00:00:02.2,0
67,1,553,383,00:00:02.2333333333333334,0
68,1,546,388,00:00:02.2666666666666666,0
69,1,546,387,00:00:02.3,0
70,1,541,393,00:00:02.3333333333333335,0
71,1,536,401,00:00:02.3666666666666667,0
72,1,531,407,00:00:02.4,0
73,1,528,415,00:00:02.433333333333333,0
74,1,526,423,00:00:02.466666666666667,0
75,1,525,425,00:00:02.5,0
76,1,522,435,00:00:02.533333333333333,0
77,1,520,443,00:00:02.5666666666666664,0
78,1,517,456,00:00:02.6,0
79,1,516,472,00:00:02.6333333333333333,0
80,1,513,485,00:00:02.6666666666666665,0
81,1,515,486,00:00:02.7,0
82,1,513,498,00:00:02.7333333333333334,0
83,1,511,506,00:00:02.7666666666666666,0
84,1,515,501,00:00:02.8,0
85,1,516,502,00:00:02.8333333333333335,0
86,0,0,0,00:00:02.8666666666666667,0
