Frame,Visibility,X,Y,Time
0,0,0,0,00:00:00.0
1,0,0,0,00:00:00.03333333333333333
2,0,0,0,00:00:00.06666666666666667
3,0,0,0,00:00:00.1
4,0,0,0,00:00:00.13333333333333333
5,0,0,0,00:00:00.16666666666666666
6,0,0,0,00:00:00.2
7,0,0,0,00:00:00.23333333333333334
8,0,0,0,00:00:00.26666666666666666
9,0,0,0,00:00:00.3
10,0,0,0,00:00:00.3333333333333333
11,0,0,0,00:00:00.36666666666666664
12,0,0,0,00:00:00.4
13,0,0,0,00:00:00.43333333333333335
14,0,0,0,00:00:00.4666666666666667
15,0,0,0,00:00:00.5
16,0,0,0,00:00:00.5333333333333333
17,0,0,0,00:00:00.5666666666666667
18,0,0,0,00:00:00.6
19,0,0,0,00:00:00.6333333333333333
20,0,0,0,00:00:00.6666666666666666
21,0,0,0,00:00:00.7
22,0,0,0,00:00:00.7333333333333333
23,0,0,0,00:00:00.7666666666666666
24,0,0,0,00:00:00.8
25,0,0,0,00:00:00.8333333333333334
26,0,0,0,00:00:00.8666666666666667
27,0,0,0,00:00:00.9
28,1,708,461,00:00:00.9333333333333333
29,1,710,460,00:00:00.9666666666666667
30,1,713,468,00:00:01.0
31,1,716,478,00:00:01.0333333333333332
32,1,705,461,00:00:01.0666666666666667
33,0,0,0,00:00:01.1
34,1,683,412,00:00:01.1333333333333333
35,1,683,410,00:00:01.1666666666666667
36,1,671,391,00:00:01.2
37,1,661,376,00:00:01.2333333333333334
38,1,652,362,00:00:01.2666666666666666
39,1,643,352,00:00:01.3
40,1,637,346,00:00:01.3333333333333333
41,1,637,345,00:00:01.3666666666666667
42,1,630,338,00:00:01.4
43,1,623,333,00:00:01.4333333333333333
44,1,617,331,00:00:01.4666666666666666
45,1,611,331,00:00:01.5
46,1,606,331,00:00:01.5333333333333332
47,1,606,331,00:00:01.5666666666666667
48,0,0,0,00:00:01.6
49,0,0,0,00:00:01.6333333333333333
50,0,0,0,00:00:01.6666666666666667
51,1,582,361,00:00:01.7
52,1,586,352,00:00:01.7333333333333334
53,1,586,351,00:00:01.7666666666666666
54,0,0,0,00:00:01.8
55,0,0,0,00:00:01.8333333333333333
56,0,0,0,00:00:01.8666666666666667
57,1,576,380,00:00:01.9
58,0,0,0,00:00:01.9333333333333333
59,0,0,0,00:00:01.9666666666666666
60,1,617,312,00:00:02.0
61,1,632,288,00:00:02.033333333333333
62,1,646,268,00:00:02.0666666666666664
63,1,656,255,00:00:02.1
64,1,668,241,00:00:02.1333333333333333
65,1,670,240,00:00:02.1666666666666665
66,1,680,226,00:00:02.2
67,1,688,217,00:00:02.2333333333333334
68,1,700,210,00:00:02.2666666666666666
69,1,706,205,00:00:02.3
70,1,715,201,00:00:02.3333333333333335
71,1,716,201,00:00:02.3666666666666667
72,1,723,198,00:00:02.4
73,1,731,198,00:00:02.433333333333333
74,1,738,200,00:00:02.466666666666667
75,1,746,201,00:00:02.5
76,1,751,206,00:00:02.533333333333333
77,1,753,205,00:00:02.5666666666666664
78,1,761,211,00:00:02.6
79,1,766,218,00:00:02.6333333333333333
80,1,771,226,00:00:02.6666666666666665
81,1,777,237,00:00:02.7
82,1,781,248,00:00:02.7333333333333334
83,1,782,248,00:00:02.7666666666666666
84,1,786,261,00:00:02.8
85,1,791,276,00:00:02.8333333333333335
86,1,796,291,00:00:02.8666666666666667
87,1,800,308,00:00:02.9
88,1,803,325,00:00:02.933333333333333
89,1,802,325,00:00:02.966666666666667
90,1,806,345,00:00:03.0
91,1,811,363,00:00:03.033333333333333
92,1,813,383,00:00:03.0666666666666664
93,1,815,400,00:00:03.1
94,1,801,300,00:00:03.1333333333333333
95,1,801,300,00:00:03.1666666666666665
96,1,793,252,00:00:03.2
97,1,788,218,00:00:03.2333333333333334
98,1,783,193,00:00:03.2666666666666666
99,1,780,173,00:00:03.3
100,1,776,161,00:00:03.3333333333333335
101,1,776,161,00:00:03.3666666666666667
102,1,773,148,00:00:03.4
103,1,771,138,00:00:03.433333333333333
104,1,768,131,00:00:03.466666666666667
105,1,766,127,00:00:03.5
106,1,765,125,00:00:03.533333333333333
107,1,766,123,00:00:03.5666666666666664
108,1,762,123,00:00:03.6
109,1,761,123,00:00:03.6333333333333333
110,1,761,123,00:00:03.6666666666666665
111,1,758,126,00:00:03.6999999999999997
112,1,760,131,00:00:03.7333333333333334
113,1,758,131,00:00:03.7666666666666666
114,1,756,136,00:00:03.8
115,1,756,141,00:00:03.8333333333333335
116,1,755,148,00:00:03.8666666666666667
117,1,755,156,00:00:03.9
118,1,755,162,00:00:03.933333333333333
119,1,753,163,00:00:03.966666666666667
120,1,753,172,00:00:04.0
121,1,753,183,00:00:04.033333333333333
122,1,752,193,00:00:04.066666666666666
123,1,751,205,00:00:04.1
124,1,751,216,00:00:04.133333333333333
125,1,751,216,00:00:04.166666666666667
126,1,751,228,00:00:04.2
127,1,766,260,00:00:04.233333333333333
128,1,781,288,00:00:04.266666666666667
129,1,790,311,00:00:04.3
130,1,800,331,00:00:04.333333333333333
131,1,798,331,00:00:04.366666666666666
132,1,807,350,00:00:04.4
133,1,813,366,00:00:04.433333333333334
134,1,821,383,00:00:04.466666666666667
135,1,826,401,00:00:04.5
136,1,830,417,00:00:04.533333333333333
137,1,830,418,00:00:04.566666666666666
138,1,833,436,00:00:04.6
139,1,836,453,00:00:04.633333333333333
140,1,841,473,00:00:04.666666666666667
141,1,845,493,00:00:04.7
142,1,846,511,00:00:04.733333333333333
143,1,846,511,00:00:04.766666666666667
144,1,847,511,00:00:04.8
145,1,838,473,00:00:04.833333333333333
146,1,836,441,00:00:04.866666666666666
147,1,831,413,00:00:04.9
148,1,826,392,00:00:04.933333333333334
149,1,826,391,00:00:04.966666666666667
150,1,823,371,00:00:05.0
151,1,818,356,00:00:05.033333333333333
152,1,816,345,00:00:05.066666666666666
153,1,813,333,00:00:05.1
154,1,811,327,00:00:05.133333333333333
155,1,811,326,00:00:05.166666666666667
156,1,808,321,00:00:05.2
157,1,806,316,00:00:05.233333333333333
158,1,806,311,00:00:05.266666666666667
159,1,803,311,00:00:05.3
160,1,801,311,00:00:05.333333333333333
161,1,801,311,00:00:05.366666666666666
162,0,0,0,00:00:05.4
163,0,0,0,00:00:05.433333333333334
164,0,0,0,00:00:05.466666666666667
165,0,0,0,00:00:05.5
166,1,813,331,00:00:05.533333333333333
167,1,815,330,00:00:05.566666666666666
168,0,0,0,00:00:05.6
169,0,0,0,00:00:05.633333333333333
170,0,0,0,00:00:05.666666666666667
171,1,790,366,00:00:05.7
172,1,790,371,00:00:05.733333333333333
173,1,790,372,00:00:05.766666666666667
174,0,0,0,00:00:05.8
175,1,738,357,00:00:05.833333333333333
176,1,715,350,00:00:05.866666666666666
177,1,697,347,00:00:05.9
178,1,680,345,00:00:05.933333333333334
179,1,678,345,00:00:05.966666666666667
180,1,658,343,00:00:06.0
181,1,641,342,00:00:06.033333333333333
182,1,626,345,00:00:06.066666666666666
183,1,610,347,00:00:06.1
184,1,597,351,00:00:06.133333333333333
185,1,596,350,00:00:06.166666666666667
186,1,581,357,00:00:06.2
187,1,566,365,00:00:06.233333333333333
188,1,553,371,00:00:06.266666666666667
189,1,541,381,00:00:06.3
190,1,530,390,00:00:06.333333333333333
191,1,528,390,00:00:06.366666666666666
192,1,517,401,00:00:06.4
193,1,503,416,00:00:06.433333333333334
194,1,493,426,00:00:06.466666666666667
195,1,483,441,00:00:06.5
196,1,472,456,00:00:06.533333333333333
197,1,472,457,00:00:06.566666666666666
198,1,462,472,00:00:06.6
199,1,455,490,00:00:06.633333333333333
200,1,478,403,00:00:06.666666666666667
201,1,506,331,00:00:06.7
202,1,522,287,00:00:06.733333333333333
203,1,526,281,00:00:06.766666666666667
204,1,540,242,00:00:06.8
205,1,556,206,00:00:06.833333333333333
206,1,566,177,00:00:06.866666666666666
207,1,576,153,00:00:06.8999999999999995
208,1,586,133,00:00:06.933333333333334
209,1,586,132,00:00:06.966666666666667
210,1,596,113,00:00:07.0
211,1,603,101,00:00:07.033333333333333
212,1,611,86,00:00:07.066666666666666
213,1,618,76,00:00:07.1
214,1,623,68,00:00:07.133333333333333
215,1,625,68,00:00:07.166666666666667
216,1,631,61,00:00:07.2
217,1,636,56,00:00:07.233333333333333
218,1,642,53,00:00:07.266666666666667
219,1,647,50,00:00:07.3
220,1,652,50,00:00:07.333333333333333
221,1,652,48,00:00:07.366666666666666
222,1,657,51,00:00:07.3999999999999995
223,1,661,52,00:00:07.433333333333334
224,1,667,56,00:00:07.466666666666667
225,1,672,60,00:00:07.5
226,1,676,65,00:00:07.533333333333333
227,1,677,65,00:00:07.566666666666666
228,1,681,71,00:00:07.6
229,1,686,78,00:00:07.633333333333333
230,1,691,87,00:00:07.666666666666667
231,1,693,96,00:00:07.7
232,1,696,106,00:00:07.733333333333333
233,1,697,107,00:00:07.766666666666667
234,1,701,118,00:00:07.8
235,1,706,131,00:00:07.833333333333333
236,1,708,143,00:00:07.866666666666666
237,1,711,156,00:00:07.8999999999999995
238,1,713,168,00:00:07.933333333333334
239,1,713,168,00:00:07.966666666666667
240,1,716,182,00:00:08.0
241,1,720,198,00:00:08.033333333333333
242,1,721,215,00:00:08.066666666666666
243,1,723,232,00:00:08.1
244,0,0,0,00:00:08.133333333333333
245,0,0,0,00:00:08.166666666666666
246,0,0,0,00:00:08.2
247,0,0,0,00:00:08.233333333333333
248,1,771,365,00:00:08.266666666666666
249,1,780,386,00:00:08.3
250,1,786,407,00:00:08.333333333333334
251,1,786,407,00:00:08.366666666666667
252,1,791,428,00:00:08.4
253,1,797,448,00:00:08.433333333333334
254,1,801,470,00:00:08.466666666666667
255,1,806,491,00:00:08.5
256,1,808,510,00:00:08.533333333333333
257,1,810,508,00:00:08.566666666666666
258,1,808,490,00:00:08.6
259,1,806,452,00:00:08.633333333333333
260,1,805,425,00:00:08.666666666666666
261,1,801,401,00:00:08.7
262,1,801,382,00:00:08.733333333333333
263,1,800,382,00:00:08.766666666666666
264,1,798,366,00:00:08.8
265,1,796,352,00:00:08.833333333333334
266,1,795,343,00:00:08.866666666666667
267,1,793,333,00:00:08.9
268,1,791,328,00:00:08.933333333333334
269,1,791,327,00:00:08.966666666666667
270,0,0,0,00:00:09.0
271,0,0,0,00:00:09.033333333333333
272,0,0,0,00:00:09.066666666666666
